player,shot_type,location,defender_distance,time_remaining,score_diff,shot_success
Player B,LAYUP,left wing,1.17,22,-3,True
Player C,MIDRANGE,top of key,1.18,21,-3,True
Player A,3PT,paint,1.8,6,9,False
Player A,LAYUP,top of key,3.28,5,4,True
Player A,LAYUP,top of key,0.82,7,-7,True
Player A,MIDRANGE,right wing,3.13,7,-6,False
Player B,LAYUP,top of key,2.89,5,10,True
Player A,MIDRANGE,right wing,0.84,11,-9,True
Player B,3PT,top of key,2.6,15,-2,True
Player C,MIDRANGE,right wing,0.55,11,5,True
Player B,LAYUP,right wing,0.53,12,-7,True
Player C,LAYUP,paint,3.46,18,-2,True
Player C,MIDRANGE,top of key,3.28,16,9,False
Player C,3PT,paint,3.58,21,2,True
Player B,MIDRANGE,left wing,1.42,16,1,True
Player C,MIDRANGE,top of key,3.19,14,4,True
Player B,3PT,top of key,1.03,15,-9,False
Player C,LAYUP,paint,2.65,14,8,True
Player A,MIDRANGE,top of key,3.87,21,-2,True
Player C,3PT,paint,3.95,16,0,True
Player A,LAYUP,left wing,1.38,3,-5,False
Player B,3PT,right wing,2.55,13,5,False
Player C,LAYUP,top of key,2.31,9,-2,True
Player B,3PT,left wing,3.46,11,0,False
Player C,3PT,left wing,0.99,22,7,True
Player B,MIDRANGE,paint,2.41,8,2,True
Player A,LAYUP,right wing,3.14,24,-10,True
Player A,MIDRANGE,right wing,3.75,23,10,True
Player C,MIDRANGE,paint,2.69,2,7,False
Player C,MIDRANGE,top of key,2.39,4,3,True
Player B,MIDRANGE,left wing,1.18,6,1,True
Player C,3PT,paint,1.16,4,10,False
Player A,LAYUP,right wing,3.68,8,5,True
Player A,LAYUP,left wing,2.05,5,-4,False
Player A,MIDRANGE,right wing,2.3,12,1,False
Player C,MIDRANGE,top of key,2.64,8,6,False
Player C,LAYUP,top of key,3.6,20,-1,False
Player B,3PT,paint,3.3,10,3,True
Player A,MIDRANGE,top of key,1.13,7,-2,True
Player C,LAYUP,left wing,1.33,5,-9,True
Player B,LAYUP,top of key,1.22,21,-9,False
Player A,LAYUP,left wing,1.19,8,9,True
Player C,MIDRANGE,right wing,2.76,5,8,True
Player A,3PT,paint,2.25,7,-4,True
Player A,LAYUP,right wing,3.69,12,-3,True
Player C,LAYUP,left wing,3.15,22,1,False
Player C,3PT,top of key,0.9,11,-3,False
Player A,LAYUP,left wing,1.45,12,4,False
Player C,3PT,left wing,3.34,19,8,False
Player C,LAYUP,top of key,1.06,23,-8,True
Player B,3PT,right wing,1.48,24,3,True
Player B,MIDRANGE,paint,0.57,4,1,False
Player A,MIDRANGE,right wing,2.93,21,-6,True
Player A,MIDRANGE,right wing,1.06,18,5,True
Player B,LAYUP,top of key,3.77,4,-8,True
Player B,MIDRANGE,left wing,2.36,15,-7,True
Player B,LAYUP,left wing,0.64,23,-5,True
Player C,3PT,paint,1.54,13,-6,True
Player C,MIDRANGE,top of key,3.41,5,-10,True
Player C,MIDRANGE,left wing,3.71,16,-8,False
Player A,LAYUP,paint,3.94,5,-3,True
Player C,LAYUP,left wing,2.45,21,10,True
Player A,MIDRANGE,left wing,3.85,5,5,False
Player A,3PT,right wing,2.33,10,10,True
Player C,MIDRANGE,top of key,0.7,22,10,False
Player A,3PT,top of key,3.91,17,9,True
Player B,LAYUP,paint,2.04,24,7,True
Player A,LAYUP,right wing,3.02,17,7,False
Player A,LAYUP,paint,3.25,24,-6,True
Player C,MIDRANGE,paint,1.09,7,8,True
Player C,LAYUP,right wing,2.53,15,-9,True
Player A,3PT,right wing,3.91,4,-10,True
Player C,MIDRANGE,top of key,3.41,1,-4,True
Player B,3PT,right wing,3.1,2,-9,True
Player A,LAYUP,top of key,2.7,4,-4,True
Player C,MIDRANGE,right wing,3.12,1,-6,False
Player A,3PT,right wing,2.55,13,-8,True
Player C,LAYUP,right wing,1.15,24,8,True
Player A,MIDRANGE,top of key,3.86,7,9,True
Player C,3PT,right wing,3.54,11,7,True
Player B,MIDRANGE,left wing,2.72,15,2,True
Player C,LAYUP,right wing,1.93,5,-9,True
Player C,3PT,right wing,1.72,10,9,False
Player C,LAYUP,right wing,2.45,13,-3,True
Player A,3PT,right wing,1.51,13,5,False
Player A,MIDRANGE,paint,2.31,19,-3,False
Player B,LAYUP,right wing,0.58,21,-5,True
Player A,3PT,right wing,0.98,23,5,True
Player A,3PT,paint,3.42,11,2,False
Player B,3PT,right wing,3.8,20,5,False
Player A,3PT,paint,1.16,21,5,False
Player C,3PT,right wing,2.28,3,-1,False
Player B,MIDRANGE,paint,3.27,16,-2,True
Player A,MIDRANGE,left wing,3.52,23,-10,True
Player B,MIDRANGE,paint,3.1,2,5,True
Player B,MIDRANGE,paint,2.92,14,1,False
Player B,LAYUP,paint,2.27,21,3,True
Player B,MIDRANGE,paint,2.55,6,7,False
Player B,MIDRANGE,left wing,2.38,1,-9,True
Player B,3PT,top of key,3.06,18,-8,False
Player A,3PT,paint,2.62,14,3,True
Player B,LAYUP,paint,3.51,23,-7,True
Player B,MIDRANGE,left wing,3.92,8,7,False
Player C,MIDRANGE,right wing,1.96,18,1,False
Player C,3PT,right wing,0.62,19,-2,False
Player B,LAYUP,paint,2.93,10,0,True
Player C,LAYUP,left wing,3.03,1,6,True
Player C,MIDRANGE,paint,1.42,3,4,True
Player A,3PT,paint,3.63,21,-10,False
Player C,3PT,right wing,0.78,13,-6,False
Player C,3PT,left wing,2.9,4,-8,False
Player B,3PT,left wing,1.61,16,-9,True
Player B,LAYUP,paint,2.16,22,10,True
Player A,MIDRANGE,left wing,0.93,10,-5,False
Player A,3PT,left wing,1.35,9,-4,True
Player B,MIDRANGE,right wing,3.96,7,-5,True
Player C,LAYUP,top of key,3.41,16,-4,True
Player B,LAYUP,paint,1.31,12,-10,True
Player A,3PT,left wing,1.85,18,0,False
Player C,3PT,paint,1.1,9,4,True
Player C,LAYUP,top of key,3.58,19,9,True
Player C,MIDRANGE,right wing,1.88,14,2,False
Player B,LAYUP,top of key,2.08,22,-9,True
Player B,MIDRANGE,top of key,3.92,8,-10,False
Player C,MIDRANGE,right wing,1.73,21,7,True
Player A,LAYUP,right wing,1.93,5,-4,False
Player A,3PT,left wing,2.0,1,-5,False
Player B,3PT,top of key,3.71,7,6,True
Player C,LAYUP,paint,3.47,16,2,True
Player B,3PT,right wing,1.28,1,-5,True
Player A,MIDRANGE,top of key,1.84,10,-1,True
Player C,LAYUP,paint,3.9,12,3,True
Player C,3PT,right wing,0.94,19,2,False
Player B,MIDRANGE,left wing,3.73,13,-4,False
Player C,LAYUP,top of key,1.51,7,6,True
Player C,LAYUP,top of key,2.38,4,-6,True
Player C,LAYUP,left wing,2.35,11,3,True
Player C,3PT,left wing,0.92,15,10,False
Player A,LAYUP,right wing,3.67,9,10,True
Player C,LAYUP,left wing,1.05,24,-10,True
Player C,LAYUP,right wing,1.79,10,-3,False
Player A,MIDRANGE,paint,3.43,19,10,False
Player C,LAYUP,right wing,1.59,22,-1,True
Player A,3PT,left wing,1.2,24,1,False
Player B,MIDRANGE,right wing,3.91,15,-8,True
Player B,3PT,paint,1.76,19,9,False
Player B,3PT,paint,2.28,10,-2,False
Player C,3PT,left wing,3.15,14,-10,True
Player C,LAYUP,left wing,0.81,19,6,False
Player A,LAYUP,paint,3.7,9,8,False
Player B,MIDRANGE,left wing,2.45,1,4,True
Player C,LAYUP,right wing,3.88,6,-4,False
Player A,3PT,paint,2.57,16,1,False
Player B,LAYUP,paint,0.55,4,-2,True
Player C,LAYUP,left wing,2.19,12,-9,False
Player A,LAYUP,left wing,0.71,8,7,True
Player A,LAYUP,right wing,2.47,10,0,True
Player C,LAYUP,right wing,1.35,9,4,True
Player C,3PT,right wing,1.01,17,-6,False
Player C,LAYUP,left wing,3.36,12,10,True
Player A,MIDRANGE,left wing,2.51,17,-1,False
Player A,MIDRANGE,left wing,1.51,6,9,True
Player B,3PT,paint,3.93,10,-10,False
Player B,MIDRANGE,paint,2.18,2,9,False
Player B,3PT,right wing,1.35,21,-1,False
Player A,3PT,top of key,3.95,24,8,True
Player B,MIDRANGE,top of key,2.2,20,9,True
Player A,LAYUP,left wing,3.32,19,5,False
Player C,3PT,left wing,2.64,22,-5,False
Player C,3PT,paint,0.9,15,-10,True
Player A,LAYUP,left wing,3.83,13,1,True
Player A,MIDRANGE,right wing,1.24,24,-9,True
Player A,3PT,right wing,2.02,12,0,False
Player B,MIDRANGE,right wing,3.92,19,1,True
Player C,LAYUP,left wing,0.52,12,-6,False
Player A,LAYUP,paint,1.31,22,-3,True
Player A,3PT,left wing,1.07,17,9,True
Player A,3PT,paint,2.09,9,-8,True
Player B,MIDRANGE,paint,1.66,15,-6,False
Player C,MIDRANGE,right wing,1.72,12,6,True
Player B,LAYUP,paint,3.92,19,-9,True
Player B,MIDRANGE,right wing,3.31,15,6,False
Player C,LAYUP,right wing,3.67,18,-5,True
Player B,MIDRANGE,top of key,2.91,6,-5,True
Player C,3PT,right wing,2.24,21,-4,False
Player C,3PT,right wing,1.84,8,-3,False
Player C,3PT,left wing,2.39,22,-4,True
Player B,3PT,paint,1.79,5,-8,True
Player B,MIDRANGE,left wing,3.76,11,3,False
Player B,LAYUP,left wing,0.8,10,6,False
Player B,MIDRANGE,paint,3.99,16,-9,True
Player B,3PT,left wing,0.66,10,1,False
Player A,LAYUP,paint,2.56,17,-9,False
Player B,MIDRANGE,right wing,1.27,18,3,True
Player C,3PT,paint,2.01,14,-10,False
Player C,MIDRANGE,left wing,0.68,16,7,False
Player C,LAYUP,right wing,3.78,5,-7,True
Player B,3PT,top of key,2.19,16,5,False
Player C,MIDRANGE,right wing,3.09,1,2,False
Player C,LAYUP,top of key,2.07,12,7,True
Player C,3PT,top of key,1.49,15,2,True
Player B,LAYUP,left wing,2.99,22,4,True
Player C,3PT,paint,1.75,12,-3,False
Player C,3PT,top of key,3.64,14,8,False
Player B,LAYUP,right wing,0.67,5,9,True
Player A,3PT,paint,3.89,2,0,True
Player A,LAYUP,top of key,2.88,16,9,True
Player B,3PT,paint,3.02,22,0,True
Player A,LAYUP,left wing,2.91,12,-2,True
Player A,3PT,top of key,2.99,20,10,True
Player C,3PT,right wing,1.07,14,-1,True
Player C,MIDRANGE,top of key,2.87,20,-1,True
Player B,MIDRANGE,left wing,3.69,24,-6,False
Player A,MIDRANGE,left wing,3.82,20,7,True
Player A,3PT,paint,3.87,6,-6,False
Player A,3PT,top of key,0.53,15,2,False
Player B,LAYUP,paint,3.16,15,-6,False
Player C,MIDRANGE,paint,3.54,5,7,False
Player A,LAYUP,right wing,3.91,5,0,True
Player B,LAYUP,top of key,0.9,7,6,False
Player C,LAYUP,right wing,1.75,14,-9,True
Player B,LAYUP,paint,3.73,11,9,True
Player C,LAYUP,paint,3.5,14,-10,False
Player A,MIDRANGE,top of key,3.57,21,5,False
Player B,3PT,paint,0.92,19,10,True
Player C,LAYUP,top of key,0.56,19,6,True
Player B,MIDRANGE,right wing,4.0,4,-8,False
Player A,3PT,right wing,2.89,9,-8,False
Player B,LAYUP,left wing,1.54,3,-2,False
Player B,3PT,left wing,1.23,2,3,False
Player C,MIDRANGE,paint,3.2,5,-10,False
Player A,MIDRANGE,left wing,3.74,24,6,False
Player C,3PT,left wing,1.14,2,1,True
Player A,LAYUP,right wing,1.45,9,7,True
Player A,MIDRANGE,left wing,2.88,18,0,False
Player C,LAYUP,left wing,1.81,2,-9,False
Player C,MIDRANGE,top of key,2.25,10,10,False
Player C,MIDRANGE,right wing,0.97,12,9,False
Player A,LAYUP,left wing,1.55,1,8,False
Player B,3PT,left wing,3.97,12,-5,True
Player A,MIDRANGE,top of key,1.89,8,-4,False
Player A,3PT,left wing,0.88,21,10,False
Player A,3PT,right wing,3.89,6,4,False
Player B,LAYUP,top of key,1.62,7,4,True
Player C,LAYUP,left wing,2.86,21,10,True
Player C,3PT,left wing,2.15,11,4,False
Player C,3PT,paint,1.34,11,5,True
Player B,LAYUP,paint,0.75,22,-4,False
Player A,3PT,right wing,1.45,19,-3,False
Player A,LAYUP,paint,3.94,10,-4,False
Player B,LAYUP,right wing,1.77,4,6,False
Player A,3PT,paint,0.66,2,-10,True
Player A,LAYUP,paint,2.68,13,-2,False
Player A,LAYUP,right wing,3.81,6,9,False
Player C,3PT,left wing,2.55,6,-1,True
Player C,MIDRANGE,paint,3.99,10,-1,False
Player B,MIDRANGE,left wing,3.53,16,3,False
Player B,LAYUP,right wing,1.02,19,3,True
Player B,MIDRANGE,top of key,2.17,6,1,False
Player C,3PT,right wing,1.92,5,1,True
Player C,3PT,right wing,3.71,24,6,False
Player C,LAYUP,paint,1.34,9,4,True
Player A,LAYUP,right wing,2.99,16,-10,False
Player A,MIDRANGE,left wing,1.12,2,5,False
Player B,LAYUP,paint,2.75,1,7,True
Player B,MIDRANGE,left wing,2.77,5,-1,False
Player C,MIDRANGE,top of key,2.41,5,-3,False
Player B,LAYUP,left wing,1.21,23,-1,False
Player B,LAYUP,right wing,3.29,4,-6,False
Player C,3PT,top of key,0.71,7,2,True
Player A,3PT,left wing,0.58,21,-9,True
Player A,LAYUP,top of key,0.96,11,-10,True
Player C,LAYUP,left wing,0.53,14,-3,False
Player A,MIDRANGE,right wing,3.06,22,5,False
Player C,MIDRANGE,right wing,1.26,4,-7,False
Player A,LAYUP,left wing,1.85,13,-1,True
Player C,LAYUP,paint,3.96,17,-9,True
Player C,MIDRANGE,left wing,2.18,18,6,True
Player B,LAYUP,left wing,1.22,9,-6,True
Player A,MIDRANGE,top of key,0.74,1,-1,True
Player B,3PT,right wing,2.3,18,10,False
Player B,LAYUP,left wing,0.96,3,-2,False
Player C,MIDRANGE,left wing,3.88,23,6,False
Player B,LAYUP,paint,3.27,9,10,True
Player B,MIDRANGE,paint,1.44,20,-3,True
Player C,MIDRANGE,right wing,2.62,18,-3,True
Player C,MIDRANGE,left wing,3.96,2,-8,True
Player B,3PT,paint,2.78,15,1,True
Player A,3PT,paint,3.84,4,-1,False
Player C,3PT,left wing,0.8,19,6,True
Player C,LAYUP,left wing,3.76,4,2,True
Player A,LAYUP,left wing,3.03,22,-1,False
Player A,3PT,left wing,1.56,24,-4,True
Player A,LAYUP,left wing,3.95,16,-10,True
Player A,LAYUP,paint,3.81,14,4,False
Player B,LAYUP,right wing,3.23,16,0,True
Player C,3PT,paint,3.94,8,3,False
Player A,LAYUP,right wing,2.93,16,9,True
Player B,MIDRANGE,left wing,3.14,7,0,False
Player B,LAYUP,top of key,3.81,23,6,False
Player A,MIDRANGE,left wing,2.79,8,10,True
Player B,MIDRANGE,paint,2.93,11,2,False
Player C,3PT,left wing,1.98,2,3,True
Player B,LAYUP,left wing,3.8,22,-9,False
Player B,MIDRANGE,top of key,2.34,5,-6,True
Player A,3PT,right wing,3.65,14,-4,False
Player A,LAYUP,paint,3.28,8,6,False
Player A,MIDRANGE,left wing,3.36,21,-10,True
Player B,MIDRANGE,left wing,3.07,7,-6,True
Player B,MIDRANGE,right wing,0.68,14,-5,False
Player A,LAYUP,right wing,3.72,20,7,True
Player A,LAYUP,top of key,1.28,19,5,False
Player C,LAYUP,left wing,2.71,3,7,True
Player C,MIDRANGE,top of key,3.69,9,3,False
Player A,LAYUP,paint,2.36,14,8,True
Player C,3PT,left wing,1.93,4,3,True
Player C,MIDRANGE,right wing,2.64,17,0,True
Player A,3PT,right wing,1.86,14,3,False
Player A,3PT,left wing,2.96,2,-1,True
Player B,LAYUP,right wing,2.91,11,7,False
Player C,3PT,paint,1.78,14,-8,True
Player C,3PT,right wing,1.95,2,8,True
Player A,3PT,right wing,3.95,20,-9,True
Player C,3PT,left wing,3.5,24,6,False
Player C,MIDRANGE,paint,3.04,19,-8,False
Player C,MIDRANGE,right wing,1.2,16,0,False
Player C,MIDRANGE,paint,0.94,8,4,True
Player C,3PT,top of key,1.96,1,8,False
Player B,LAYUP,left wing,2.1,18,-6,False
Player B,MIDRANGE,right wing,3.76,19,4,True
Player C,MIDRANGE,paint,2.02,17,-7,True
Player C,3PT,top of key,1.86,22,3,True
Player A,3PT,left wing,1.61,14,-9,True
Player C,MIDRANGE,top of key,2.58,18,-5,False
Player C,MIDRANGE,left wing,1.51,4,-2,False
Player C,MIDRANGE,paint,3.19,18,6,True
Player A,3PT,paint,1.4,15,-9,False
Player C,LAYUP,right wing,2.19,2,4,True
Player A,3PT,paint,1.45,15,-9,True
Player B,3PT,top of key,0.55,14,10,False
Player A,3PT,top of key,1.45,19,-8,True
Player B,3PT,top of key,3.15,13,1,False
Player B,LAYUP,left wing,3.03,23,4,False
Player A,MIDRANGE,paint,0.88,24,2,True
Player A,MIDRANGE,paint,2.48,9,-4,True
Player C,3PT,top of key,0.95,3,-1,True
Player C,3PT,paint,3.31,16,-8,False
Player A,3PT,right wing,2.29,20,3,True
Player A,LAYUP,top of key,2.39,18,-8,False
Player A,MIDRANGE,right wing,0.92,9,-3,False
Player A,LAYUP,paint,3.44,5,7,True
Player C,MIDRANGE,top of key,1.78,1,1,True
Player B,MIDRANGE,right wing,1.59,22,-4,True
Player A,MIDRANGE,left wing,3.58,16,-5,True
Player A,3PT,paint,1.39,23,-10,False
Player C,MIDRANGE,top of key,0.85,14,3,True
Player A,LAYUP,top of key,1.21,7,-10,False
Player A,LAYUP,top of key,1.57,8,10,True
Player A,3PT,paint,3.57,1,-10,True
Player B,LAYUP,left wing,3.35,7,-4,False
Player C,LAYUP,top of key,3.08,22,-8,True
Player A,LAYUP,top of key,0.93,16,8,True
Player B,LAYUP,right wing,0.51,19,-10,True
Player A,LAYUP,top of key,1.87,19,-6,False
Player A,3PT,right wing,2.41,7,-8,True
Player C,3PT,paint,2.7,15,2,True
Player C,LAYUP,paint,3.56,17,-2,True
Player B,MIDRANGE,top of key,0.53,11,4,False
Player A,3PT,top of key,2.98,17,3,False
Player B,3PT,paint,2.3,13,-3,False
Player A,3PT,paint,1.31,22,6,False
Player A,MIDRANGE,top of key,3.12,23,4,True
Player C,LAYUP,right wing,0.79,9,9,False
Player C,3PT,top of key,2.36,9,1,True
Player A,MIDRANGE,paint,1.3,9,-6,False
Player B,LAYUP,paint,2.38,1,-6,True
Player B,3PT,left wing,1.47,13,-1,True
Player A,3PT,top of key,0.95,15,-9,False
Player C,3PT,left wing,2.0,7,9,True
Player A,LAYUP,top of key,0.74,7,-3,False
Player B,LAYUP,top of key,0.93,14,-10,True
Player C,MIDRANGE,top of key,0.63,15,-8,False
Player A,LAYUP,left wing,1.68,10,10,True
Player C,3PT,paint,2.22,16,-4,True
Player C,3PT,top of key,3.07,13,0,True
Player B,3PT,right wing,1.06,7,3,False
Player B,LAYUP,paint,1.19,12,7,True
Player A,MIDRANGE,left wing,2.25,23,6,True
Player A,LAYUP,right wing,1.22,16,-5,False
Player C,MIDRANGE,right wing,1.28,23,-2,True
Player A,LAYUP,right wing,0.86,24,0,False
Player B,MIDRANGE,left wing,1.39,23,7,False
Player B,MIDRANGE,right wing,1.71,4,10,False
Player A,3PT,right wing,0.65,17,2,True
Player C,LAYUP,right wing,1.84,9,-10,True
Player A,LAYUP,top of key,0.83,14,-4,True
Player C,LAYUP,left wing,2.5,13,4,False
Player B,3PT,right wing,0.88,8,8,True
Player B,3PT,paint,3.63,17,-4,False
Player A,LAYUP,top of key,2.84,16,8,True
Player C,MIDRANGE,right wing,2.62,24,-3,False
Player C,LAYUP,right wing,3.65,18,-6,False
Player C,3PT,top of key,2.92,20,2,False
Player B,3PT,top of key,1.63,11,6,False
Player A,MIDRANGE,paint,1.9,6,-7,False
Player B,3PT,paint,1.71,1,6,False
Player C,LAYUP,paint,2.22,22,9,True
Player B,MIDRANGE,right wing,3.05,15,-6,True
Player C,LAYUP,top of key,3.81,15,8,False
Player B,3PT,left wing,3.37,16,-1,False
Player C,LAYUP,right wing,1.47,3,-4,False
Player C,3PT,left wing,3.79,21,4,False
Player A,LAYUP,paint,1.15,23,-7,True
Player B,MIDRANGE,paint,0.64,17,5,True
Player C,3PT,top of key,2.39,19,10,True
Player A,MIDRANGE,top of key,3.36,4,-4,False
Player B,3PT,left wing,0.92,1,2,True
Player A,3PT,left wing,0.98,10,-1,True
Player C,3PT,left wing,0.83,20,-7,False
Player C,MIDRANGE,top of key,0.74,16,-9,True
Player A,LAYUP,paint,0.76,12,-3,True
Player A,MIDRANGE,top of key,2.2,7,3,True
Player B,MIDRANGE,top of key,1.46,12,9,False
Player B,MIDRANGE,left wing,3.1,11,-7,False
Player A,LAYUP,right wing,2.76,8,-1,False
Player A,LAYUP,right wing,1.46,9,-1,True
Player A,3PT,right wing,2.69,12,-1,False
Player A,3PT,paint,1.15,5,-1,True
Player A,MIDRANGE,paint,1.43,18,10,True
Player C,LAYUP,left wing,0.99,6,-4,False
Player C,LAYUP,right wing,2.22,3,2,True
Player B,MIDRANGE,paint,3.28,4,8,False
Player A,LAYUP,paint,3.42,8,-5,True
Player A,LAYUP,paint,2.89,15,4,False
Player A,MIDRANGE,paint,2.72,11,0,True
Player B,LAYUP,top of key,3.44,20,7,True
Player A,MIDRANGE,paint,2.6,11,-5,False
Player B,LAYUP,left wing,2.68,17,-4,True
Player C,3PT,paint,3.07,15,-8,False
Player B,LAYUP,paint,1.78,4,0,True
Player A,LAYUP,right wing,3.86,11,4,True
Player A,3PT,top of key,1.91,13,2,True
Player A,LAYUP,right wing,0.94,4,-1,False
Player B,3PT,left wing,1.54,8,4,True
Player B,LAYUP,right wing,1.05,19,6,False
Player C,LAYUP,top of key,1.61,24,1,True
Player B,LAYUP,right wing,3.76,11,8,False
Player C,3PT,paint,3.11,24,-9,True
Player C,LAYUP,right wing,2.76,13,8,True
Player C,LAYUP,right wing,3.67,1,0,True
Player C,LAYUP,top of key,1.26,8,-3,True
Player B,LAYUP,right wing,3.39,11,-9,True
Player A,3PT,top of key,1.24,23,-9,False
Player B,3PT,top of key,3.23,2,9,True
Player A,LAYUP,paint,1.43,21,1,True
Player B,MIDRANGE,top of key,1.67,24,8,False
Player B,LAYUP,top of key,3.3,17,8,True
Player A,MIDRANGE,paint,3.39,19,-3,True
Player B,MIDRANGE,top of key,1.27,14,1,False
Player A,3PT,paint,3.43,22,-6,True
Player C,LAYUP,left wing,2.78,7,2,True
Player A,3PT,right wing,2.18,10,10,True
Player C,MIDRANGE,paint,3.29,11,-10,False
Player A,LAYUP,paint,1.32,23,6,False
Player C,3PT,left wing,3.73,18,-2,False
Player B,3PT,left wing,2.3,8,-3,True
Player C,3PT,paint,1.68,3,3,True
Player B,MIDRANGE,left wing,3.02,15,1,True
Player B,LAYUP,right wing,2.69,21,-10,False
Player C,MIDRANGE,paint,2.32,20,-6,False
Player A,LAYUP,left wing,1.51,2,0,True
Player A,LAYUP,paint,1.02,15,-3,False
Player B,LAYUP,top of key,1.25,1,-8,True
Player C,3PT,paint,1.91,3,7,True
Player A,3PT,top of key,0.98,8,-1,False
Player C,LAYUP,left wing,2.65,4,-10,True
Player A,LAYUP,left wing,1.2,23,-4,False
Player B,3PT,paint,2.57,4,5,True
Player C,LAYUP,top of key,0.6,15,-7,True
Player B,LAYUP,left wing,1.85,24,-4,True
Player B,MIDRANGE,top of key,1.4,20,-8,False
Player C,LAYUP,paint,1.03,4,10,False
Player A,LAYUP,right wing,0.98,16,2,True
Player B,LAYUP,left wing,1.9,10,-9,True
Player B,LAYUP,paint,0.91,8,1,False
Player A,MIDRANGE,paint,1.29,14,-10,False
Player A,3PT,right wing,1.0,24,3,False
Player B,3PT,right wing,1.08,5,8,False
Player C,3PT,top of key,1.92,1,4,True
Player B,LAYUP,paint,1.95,2,5,True
Player A,3PT,top of key,1.6,4,-3,False
Player A,MIDRANGE,paint,0.66,3,6,False
Player A,3PT,right wing,2.4,10,0,True
Player A,LAYUP,left wing,1.12,6,1,True
Player B,3PT,right wing,3.19,24,9,True
Player A,LAYUP,paint,2.14,22,3,True
Player B,LAYUP,right wing,0.88,14,9,True
Player B,MIDRANGE,top of key,0.86,7,8,False
Player C,LAYUP,left wing,0.58,3,-7,True
Player B,3PT,right wing,0.91,18,10,True
Player C,LAYUP,left wing,1.45,24,-5,True
Player C,MIDRANGE,left wing,2.08,3,-9,True
Player A,3PT,left wing,2.17,17,-6,True
Player B,3PT,paint,1.19,7,1,False
Player C,MIDRANGE,left wing,3.71,9,2,False
Player A,LAYUP,right wing,2.51,15,1,False
Player C,LAYUP,paint,2.94,10,7,False
Player C,3PT,paint,1.06,14,10,True
Player B,LAYUP,paint,3.46,4,8,True
Player C,3PT,paint,1.72,12,-2,False
Player A,3PT,paint,0.76,13,5,False
Player A,MIDRANGE,right wing,3.8,6,-9,False
Player A,3PT,left wing,1.64,17,0,False
Player A,3PT,paint,0.89,14,-5,False
Player C,3PT,top of key,2.15,19,7,False
Player C,3PT,right wing,1.77,17,-1,False
Player B,LAYUP,right wing,2.62,17,9,True
Player A,3PT,top of key,0.62,22,1,False
Player C,3PT,right wing,3.85,14,1,False
Player B,MIDRANGE,top of key,1.9,10,-10,True
Player A,3PT,paint,1.68,19,5,True
Player C,MIDRANGE,top of key,2.39,1,7,True
Player B,MIDRANGE,left wing,2.11,22,9,False
Player B,3PT,left wing,1.14,10,0,True
Player B,MIDRANGE,right wing,2.26,4,1,True
Player B,LAYUP,right wing,1.51,5,10,True
Player B,LAYUP,top of key,1.72,9,-2,False
Player B,MIDRANGE,left wing,1.8,8,5,False
Player C,3PT,left wing,2.02,2,2,True
Player A,LAYUP,paint,1.52,16,-3,True
Player A,LAYUP,top of key,3.02,10,-8,False
Player B,MIDRANGE,left wing,3.84,16,3,True
Player A,LAYUP,right wing,2.12,2,8,False
Player B,LAYUP,right wing,1.71,17,-8,True
Player B,MIDRANGE,left wing,0.8,20,6,False
Player A,3PT,left wing,1.95,13,-10,True
Player C,LAYUP,paint,0.6,7,3,True
Player C,LAYUP,right wing,0.68,15,-7,True
Player B,MIDRANGE,top of key,2.88,24,-5,True
Player C,MIDRANGE,right wing,0.52,16,-4,True
Player B,LAYUP,paint,0.86,23,-4,False
Player A,3PT,right wing,3.21,19,2,False
Player B,MIDRANGE,paint,1.21,23,5,False
Player B,MIDRANGE,right wing,1.9,8,6,False
Player C,MIDRANGE,left wing,2.32,21,4,True
Player A,MIDRANGE,top of key,0.74,18,5,False
Player A,LAYUP,top of key,3.62,4,10,True
Player C,LAYUP,top of key,1.46,18,10,True
Player B,MIDRANGE,left wing,3.32,4,10,True
Player B,LAYUP,right wing,2.93,5,-3,False
Player C,3PT,right wing,2.74,12,1,False
Player C,LAYUP,left wing,3.45,22,5,True
Player A,MIDRANGE,paint,2.78,13,4,False
Player A,3PT,right wing,2.22,13,4,False
Player C,LAYUP,right wing,2.72,6,-2,False
Player B,3PT,left wing,3.97,19,-8,False
Player B,LAYUP,right wing,0.86,4,-2,True
Player B,3PT,paint,1.58,11,-10,True
Player B,3PT,paint,3.77,3,6,False
Player C,LAYUP,top of key,2.42,23,-9,False
Player A,3PT,paint,2.37,22,2,False
Player C,LAYUP,right wing,3.66,3,3,False
Player B,3PT,top of key,0.94,24,1,True
Player A,3PT,top of key,1.2,18,6,True
Player A,3PT,right wing,0.98,16,7,True
Player B,MIDRANGE,right wing,1.57,1,-7,True
Player A,3PT,top of key,0.8,13,-9,False
Player B,3PT,paint,1.35,16,-10,False
Player C,3PT,paint,1.38,18,-8,False
Player B,MIDRANGE,left wing,1.16,21,-9,False
Player B,LAYUP,left wing,2.22,5,0,True
Player B,LAYUP,paint,2.09,13,8,False
Player B,MIDRANGE,top of key,3.76,7,6,False
Player C,3PT,paint,3.37,18,1,True
Player A,3PT,paint,2.47,4,-3,True
Player C,3PT,paint,0.73,21,10,True
Player A,MIDRANGE,left wing,0.78,11,7,False
Player B,LAYUP,top of key,0.76,12,3,True
Player B,LAYUP,left wing,1.03,6,-2,True
